"Datum","CH-Firma","CH-CIK","Atombombenhersteller","Wert in USD"
20171231,"Compagnie Lombard Odier SCmA",1615423,"BOEING CO",133000
20171231,"Compagnie Lombard Odier SCmA",1615423,"FLUOR CORP NEW",181000
20171231,"Compagnie Lombard Odier SCmA",1615423,"HONEYWELL INTL INC",572000
20171231,"Compagnie Lombard Odier SCmA",1615423,"LOCKHEED MARTIN CORP",48000
20171231,"Compagnie Lombard Odier SCmA",1615423,"NORTHROP GRUMMAN CORP",430000
20171231,"Compagnie Lombard Odier SCmA",1615423,"HONEYWELL INTL INC",51000
20171231,"Compagnie Lombard Odier SCmA",1615423,"LOCKHEED MARTIN CORP",4000
20171231,"Compagnie Lombard Odier SCmA",1615423,"NORTHROP GRUMMAN CORP",6000
20171231,"Swiss National Bank",1582202,"AECOM",9918000
20171231,"Swiss National Bank",1582202,"AEROJET ROCKETDYNE HLDGS INC",3391000
20171231,"Swiss National Bank",1582202,"BOEING CO",610933000
20171231,"Swiss National Bank",1582202,"BWX TECHNOLOGIES INC",9207000
20171231,"Swiss National Bank",1582202,"FLUOR CORP NEW",26585000
20171231,"Swiss National Bank",1582202,"HONEYWELL INTL INC",408900000
20171231,"Swiss National Bank",1582202,"HUNTINGTON INGALLS INDS INC",39527000
20171231,"Swiss National Bank",1582202,"NORTHROP GRUMMAN CORP",230853000
20171231,"UBS Group AG",1610520,"AECOM",522000
20171231,"UBS Group AG",1610520,"AECOM",3853000
20171231,"UBS Group AG",1610520,"AECOM",20081000
20171231,"UBS Group AG",1610520,"AEROJET ROCKETDYNE HLDGS INC",78000
20171231,"UBS Group AG",1610520,"AEROJET ROCKETDYNE HLDGS INC",210000
20171231,"UBS Group AG",1610520,"BOEING CO",88000
20171231,"UBS Group AG",1610520,"BOEING CO",121000
20171231,"UBS Group AG",1610520,"BOEING CO",366000
20171231,"UBS Group AG",1610520,"BOEING CO",6759000
20171231,"UBS Group AG",1610520,"BOEING CO",29697000
20171231,"UBS Group AG",1610520,"BOEING CO",58717000
20171231,"UBS Group AG",1610520,"BOEING CO",220249000
20171231,"UBS Group AG",1610520,"BOEING CO",562098000
20171231,"UBS Group AG",1610520,"BOEING CO",649000
20171231,"UBS Group AG",1610520,"BWX TECHNOLOGIES INC",1274000
20171231,"UBS Group AG",1610520,"BWX TECHNOLOGIES INC",3555000
20171231,"UBS Group AG",1610520,"FLUOR CORP NEW",100000
20171231,"UBS Group AG",1610520,"FLUOR CORP NEW",3664000
20171231,"UBS Group AG",1610520,"FLUOR CORP NEW",9459000
20171231,"UBS Group AG",1610520,"GENERAL DYNAMICS CORP",366000
20171231,"UBS Group AG",1610520,"GENERAL DYNAMICS CORP",1843000
20171231,"UBS Group AG",1610520,"GENERAL DYNAMICS CORP",20873000
20171231,"UBS Group AG",1610520,"GENERAL DYNAMICS CORP",24150000
20171231,"UBS Group AG",1610520,"GENERAL DYNAMICS CORP",90047000
20171231,"UBS Group AG",1610520,"GENERAL DYNAMICS CORP",116488000
20171231,"UBS Group AG",1610520,"GENERAL DYNAMICS CORP",259000
20171231,"UBS Group AG",1610520,"HONEYWELL INTL INC",21000
20171231,"UBS Group AG",1610520,"HONEYWELL INTL INC",92000
20171231,"UBS Group AG",1610520,"HONEYWELL INTL INC",3012000
20171231,"UBS Group AG",1610520,"HONEYWELL INTL INC",3193000
20171231,"UBS Group AG",1610520,"HONEYWELL INTL INC",64143000
20171231,"UBS Group AG",1610520,"HONEYWELL INTL INC",173665000
20171231,"UBS Group AG",1610520,"HONEYWELL INTL INC",726435000
20171231,"UBS Group AG",1610520,"HONEYWELL INTL INC",1359000
20171231,"UBS Group AG",1610520,"HUNTINGTON INGALLS INDS INC",70000
20171231,"UBS Group AG",1610520,"HUNTINGTON INGALLS INDS INC",223000
20171231,"UBS Group AG",1610520,"HUNTINGTON INGALLS INDS INC",9846000
20171231,"UBS Group AG",1610520,"HUNTINGTON INGALLS INDS INC",35105000
20171231,"UBS Group AG",1610520,"LOCKHEED MARTIN CORP",32000
20171231,"UBS Group AG",1610520,"LOCKHEED MARTIN CORP",257000
20171231,"UBS Group AG",1610520,"LOCKHEED MARTIN CORP",611000
20171231,"UBS Group AG",1610520,"LOCKHEED MARTIN CORP",1309000
20171231,"UBS Group AG",1610520,"LOCKHEED MARTIN CORP",63195000
20171231,"UBS Group AG",1610520,"LOCKHEED MARTIN CORP",700217000
20171231,"UBS Group AG",1610520,"LOCKHEED MARTIN CORP",33000
20171231,"UBS Group AG",1610520,"NORTHROP GRUMMAN CORP",1029000
20171231,"UBS Group AG",1610520,"NORTHROP GRUMMAN CORP",42025000
20171231,"UBS Group AG",1610520,"NORTHROP GRUMMAN CORP",56826000
20171231,"UBS Group AG",1610520,"TEXTRON INC",113000
20171231,"UBS Group AG",1610520,"TEXTRON INC",5363000
20171231,"UBS Group AG",1610520,"TEXTRON INC",6981000
20171231,"Zurcher Kantonalbank (Zurich Cantonalbank)",1368163,"AECOM",302000
20171231,"Zurcher Kantonalbank (Zurich Cantonalbank)",1368163,"AEROJET ROCKETDYNE HLDGS INC",94000
20171231,"Zurcher Kantonalbank (Zurich Cantonalbank)",1368163,"BOEING CO",50883000
20171231,"Zurcher Kantonalbank (Zurich Cantonalbank)",1368163,"BWX TECHNOLOGIES INC",319000
20171231,"Zurcher Kantonalbank (Zurich Cantonalbank)",1368163,"FLUOR CORP NEW",2147000
20171231,"Zurcher Kantonalbank (Zurich Cantonalbank)",1368163,"GENERAL DYNAMICS CORP",9046000
20171231,"Zurcher Kantonalbank (Zurich Cantonalbank)",1368163,"HONEYWELL INTL INC",21724000
20171231,"Zurcher Kantonalbank (Zurich Cantonalbank)",1368163,"HUNTINGTON INGALLS INDS INC",2545000
20171231,"Zurcher Kantonalbank (Zurich Cantonalbank)",1368163,"LOCKHEED MARTIN CORP",15351000
20171231,"Zurcher Kantonalbank (Zurich Cantonalbank)",1368163,"NORTHROP GRUMMAN CORP",9302000
20171231,"Zurcher Kantonalbank (Zurich Cantonalbank)",1368163,"TEXTRON INC",2687000
20171231,"Bellecapital International Ltd.",1600152,"BOEING CO",243000
20171231,"BANQUE PICTET & CIE SA",1535602,"BOEING CO",11730000
20171231,"BANQUE PICTET & CIE SA",1535602,"FLUOR CORP NEW",9021000
20171231,"BANQUE PICTET & CIE SA",1535602,"HONEYWELL INTL INC",56369000
20171231,"BANQUE PICTET & CIE SA",1535602,"LOCKHEED MARTIN CORP",325000
20180331,"UBP Investment Advisors SA",1727588,"BOEING CO",262000
20180331,"Jabre Capital Partners S.A.",1429895,"FLUOR CORP NEW",1085000
20180331,"Compagnie Lombard Odier SCmA",1615423,"BOEING CO",197000
20180331,"Compagnie Lombard Odier SCmA",1615423,"FLUOR CORP NEW",54000
20180331,"Compagnie Lombard Odier SCmA",1615423,"BOEING CO",148000
20180331,"Compagnie Lombard Odier SCmA",1615423,"FLUOR CORP NEW",200000
20180331,"Compagnie Lombard Odier SCmA",1615423,"HONEYWELL INTL INC",216000
20180331,"Compagnie Lombard Odier SCmA",1615423,"LOCKHEED MARTIN CORP",51000
20180331,"Compagnie Lombard Odier SCmA",1615423,"NORTHROP GRUMMAN CORP",489000
20180331,"Compagnie Lombard Odier SCmA",1615423,"HONEYWELL INTL INC",43000
20180331,"EDMOND DE ROTHSCHILD HOLDING S.A.",1649647,"BOEING CO",3764000
20180331,"EDMOND DE ROTHSCHILD HOLDING S.A.",1649647,"BOEING CO",400000
20180331,"EDMOND DE ROTHSCHILD HOLDING S.A.",1649647,"BOEING CO",720000
20180331,"EDMOND DE ROTHSCHILD HOLDING S.A.",1649647,"FLUOR CORP NEW",27123000
20180331,"EDMOND DE ROTHSCHILD HOLDING S.A.",1649647,"FLUOR CORP NEW",1125000
20180331,"EDMOND DE ROTHSCHILD HOLDING S.A.",1649647,"GENERAL DYNAMICS CORP",44000
20180331,"EDMOND DE ROTHSCHILD HOLDING S.A.",1649647,"GENERAL DYNAMICS CORP",72000
20180331,"EDMOND DE ROTHSCHILD HOLDING S.A.",1649647,"HONEYWELL INTL INC",224000
20180331,"EDMOND DE ROTHSCHILD HOLDING S.A.",1649647,"HONEYWELL INTL INC",3384000
20180331,"EDMOND DE ROTHSCHILD HOLDING S.A.",1649647,"HONEYWELL INTL INC",20000
20180331,"EDMOND DE ROTHSCHILD HOLDING S.A.",1649647,"LOCKHEED MARTIN CORP",230000
20180331,"EDMOND DE ROTHSCHILD HOLDING S.A.",1649647,"LOCKHEED MARTIN CORP",132000
20180331,"EDMOND DE ROTHSCHILD HOLDING S.A.",1649647,"NORTHROP GRUMMAN CORP",218000
20180331,"EDMOND DE ROTHSCHILD HOLDING S.A.",1649647,"NORTHROP GRUMMAN CORP",70000
20180331,"BANQUE PICTET & CIE SA",1535602,"BOEING CO",12115000
20180331,"BANQUE PICTET & CIE SA",1535602,"FLUOR CORP NEW",4578000
20180331,"BANQUE PICTET & CIE SA",1535602,"HONEYWELL INTL INC",54399000
20180331,"Zurcher Kantonalbank (Zurich Cantonalbank)",1368163,"AECOM",330000
20180331,"Zurcher Kantonalbank (Zurich Cantonalbank)",1368163,"AEROJET ROCKETDYNE HLDGS INC",121000
20180331,"Zurcher Kantonalbank (Zurich Cantonalbank)",1368163,"BOEING CO",52923000
20180331,"Zurcher Kantonalbank (Zurich Cantonalbank)",1368163,"BWX TECHNOLOGIES INC",335000
20180331,"Zurcher Kantonalbank (Zurich Cantonalbank)",1368163,"FLUOR CORP NEW",1487000
20180331,"Zurcher Kantonalbank (Zurich Cantonalbank)",1368163,"GENERAL DYNAMICS CORP",8174000
20180331,"Zurcher Kantonalbank (Zurich Cantonalbank)",1368163,"HONEYWELL INTL INC",21064000
20180331,"Zurcher Kantonalbank (Zurich Cantonalbank)",1368163,"HUNTINGTON INGALLS INDS INC",2421000
20180331,"Zurcher Kantonalbank (Zurich Cantonalbank)",1368163,"LOCKHEED MARTIN CORP",12930000
20180331,"Zurcher Kantonalbank (Zurich Cantonalbank)",1368163,"NORTHROP GRUMMAN CORP",12577000
20180331,"Zurcher Kantonalbank (Zurich Cantonalbank)",1368163,"TEXTRON INC",2509000
20180331,"UBS Group AG",1610520,"AECOM",443000
20180331,"UBS Group AG",1610520,"AECOM",2794000
20180331,"UBS Group AG",1610520,"AECOM",21225000
20180331,"UBS Group AG",1610520,"AEROJET ROCKETDYNE HLDGS INC",42000
20180331,"UBS Group AG",1610520,"AEROJET ROCKETDYNE HLDGS INC",429000
20180331,"UBS Group AG",1610520,"BOEING CO",175000
20180331,"UBS Group AG",1610520,"BOEING CO",377000
20180331,"UBS Group AG",1610520,"BOEING CO",1246000
20180331,"UBS Group AG",1610520,"BOEING CO",7445000
20180331,"UBS Group AG",1610520,"BOEING CO",35280000
20180331,"UBS Group AG",1610520,"BOEING CO",41313000
20180331,"UBS Group AG",1610520,"BOEING CO",158440000
20180331,"UBS Group AG",1610520,"BOEING CO",591046000
20180331,"UBS Group AG",1610520,"BWX TECHNOLOGIES INC",2855000
20180331,"UBS Group AG",1610520,"BWX TECHNOLOGIES INC",3683000
20180331,"UBS Group AG",1610520,"FLUOR CORP NEW",1000
20180331,"UBS Group AG",1610520,"FLUOR CORP NEW",163000
20180331,"UBS Group AG",1610520,"FLUOR CORP NEW",1122000
20180331,"UBS Group AG",1610520,"FLUOR CORP NEW",3476000
20180331,"UBS Group AG",1610520,"FLUOR CORP NEW",15335000
20180331,"UBS Group AG",1610520,"GENERAL DYNAMICS CORP",265000
20180331,"UBS Group AG",1610520,"GENERAL DYNAMICS CORP",398000
20180331,"UBS Group AG",1610520,"GENERAL DYNAMICS CORP",628000
20180331,"UBS Group AG",1610520,"GENERAL DYNAMICS CORP",1848000
20180331,"UBS Group AG",1610520,"GENERAL DYNAMICS CORP",2029000
20180331,"UBS Group AG",1610520,"GENERAL DYNAMICS CORP",85555000
20180331,"UBS Group AG",1610520,"GENERAL DYNAMICS CORP",133701000
20180331,"UBS Group AG",1610520,"HONEYWELL INTL INC",20000
20180331,"UBS Group AG",1610520,"HONEYWELL INTL INC",434000
20180331,"UBS Group AG",1610520,"HONEYWELL INTL INC",1828000
20180331,"UBS Group AG",1610520,"HONEYWELL INTL INC",2031000
20180331,"UBS Group AG",1610520,"HONEYWELL INTL INC",2327000
20180331,"UBS Group AG",1610520,"HONEYWELL INTL INC",19426000
20180331,"UBS Group AG",1610520,"HONEYWELL INTL INC",674617000
20180331,"UBS Group AG",1610520,"HUNTINGTON INGALLS INDS INC",75000
20180331,"UBS Group AG",1610520,"HUNTINGTON INGALLS INDS INC",243000
20180331,"UBS Group AG",1610520,"HUNTINGTON INGALLS INDS INC",8229000
20180331,"UBS Group AG",1610520,"HUNTINGTON INGALLS INDS INC",51445000
20180331,"UBS Group AG",1610520,"LOCKHEED MARTIN CORP",237000
20180331,"UBS Group AG",1610520,"LOCKHEED MARTIN CORP",338000
20180331,"UBS Group AG",1610520,"LOCKHEED MARTIN CORP",643000
20180331,"UBS Group AG",1610520,"LOCKHEED MARTIN CORP",1386000
20180331,"UBS Group AG",1610520,"LOCKHEED MARTIN CORP",1600000
20180331,"UBS Group AG",1610520,"LOCKHEED MARTIN CORP",19723000
20180331,"UBS Group AG",1610520,"LOCKHEED MARTIN CORP",698334000
20180331,"UBS Group AG",1610520,"NORTHROP GRUMMAN CORP",3000
20180331,"UBS Group AG",1610520,"NORTHROP GRUMMAN CORP",1171000
20180331,"UBS Group AG",1610520,"NORTHROP GRUMMAN CORP",49103000
20180331,"UBS Group AG",1610520,"NORTHROP GRUMMAN CORP",68056000
20180331,"UBS Group AG",1610520,"TEXTRON INC",9000
20180331,"UBS Group AG",1610520,"TEXTRON INC",118000
20180331,"UBS Group AG",1610520,"TEXTRON INC",4962000
20180331,"UBS Group AG",1610520,"TEXTRON INC",5467000
20180331,"GAM Holding AG",1438848,"AECOM",453000
20180331,"GAM Holding AG",1438848,"BOEING CO",839000
20180331,"GAM Holding AG",1438848,"BOEING CO",492000
20180331,"GAM Holding AG",1438848,"FLUOR CORP NEW",1903000
20180331,"GAM Holding AG",1438848,"FLUOR CORP NEW",465000
20180331,"GAM Holding AG",1438848,"GENERAL DYNAMICS CORP",261000
20180331,"GAM Holding AG",1438848,"HONEYWELL INTL INC",672000
20180331,"GAM Holding AG",1438848,"HUNTINGTON INGALLS INDS INC",976000
20180331,"GAM Holding AG",1438848,"LOCKHEED MARTIN CORP",740000
20180331,"GAM Holding AG",1438848,"LOCKHEED MARTIN CORP",16897000
20180331,"GAM Holding AG",1438848,"NORTHROP GRUMMAN CORP",1056000
20180331,"GAM Holding AG",1438848,"NORTHROP GRUMMAN CORP",17456000
20180331,"GAM Holding AG",1438848,"NORTHROP GRUMMAN CORP",146000
20180331,"GAM Holding AG",1438848,"TEXTRON INC",986000
20180331,"Bellecapital International Ltd.",1600152,"BOEING CO",335000
20180331,"CREDIT SUISSE AG/",824468,"AECOM",963000
20180331,"CREDIT SUISSE AG/",824468,"AECOM",615000
20180331,"CREDIT SUISSE AG/",824468,"AECOM",27000
20180331,"CREDIT SUISSE AG/",824468,"AECOM",1604000
20180331,"CREDIT SUISSE AG/",824468,"AECOM",6000
20180331,"CREDIT SUISSE AG/",824468,"AECOM",1889000
20180331,"CREDIT SUISSE AG/",824468,"AEROJET ROCKETDYNE HLDGS INC",0
20180331,"CREDIT SUISSE AG/",824468,"AEROJET ROCKETDYNE HLDGS INC",2656000
20180331,"CREDIT SUISSE AG/",824468,"AEROJET ROCKETDYNE HLDGS INC",20000
20180331,"CREDIT SUISSE AG/",824468,"AEROJET ROCKETDYNE HLDGS INC",126000
20180331,"CREDIT SUISSE AG/",824468,"AEROJET ROCKETDYNE HLDGS INC",126000
20180331,"CREDIT SUISSE AG/",824468,"AEROJET ROCKETDYNE HLDGS INC",380000
20180331,"CREDIT SUISSE AG/",824468,"AEROJET ROCKETDYNE HLDGS INC",2535000
20180331,"CREDIT SUISSE AG/",824468,"BOEING CO",23251000
20180331,"CREDIT SUISSE AG/",824468,"BOEING CO",8442000
20180331,"CREDIT SUISSE AG/",824468,"BOEING CO",18979000
20180331,"CREDIT SUISSE AG/",824468,"BOEING CO",8197000
20180331,"CREDIT SUISSE AG/",824468,"BOEING CO",24329000
20180331,"CREDIT SUISSE AG/",824468,"BOEING CO",7253000
20180331,"CREDIT SUISSE AG/",824468,"BOEING CO",1000
20180331,"CREDIT SUISSE AG/",824468,"BOEING CO",133575000
20180331,"CREDIT SUISSE AG/",824468,"BOEING CO",12463000
20180331,"CREDIT SUISSE AG/",824468,"BOEING CO",50174000
20180331,"CREDIT SUISSE AG/",824468,"BOEING CO",1027000
20180331,"CREDIT SUISSE AG/",824468,"BWX TECHNOLOGIES INC",8253000
20180331,"CREDIT SUISSE AG/",824468,"BWX TECHNOLOGIES INC",655000
20180331,"CREDIT SUISSE AG/",824468,"BWX TECHNOLOGIES INC",390000
20180331,"CREDIT SUISSE AG/",824468,"BWX TECHNOLOGIES INC",0
20180331,"CREDIT SUISSE AG/",824468,"BWX TECHNOLOGIES INC",5000
20180331,"CREDIT SUISSE AG/",824468,"FLUOR CORP NEW",2059000
20180331,"CREDIT SUISSE AG/",824468,"FLUOR CORP NEW",1640000
20180331,"CREDIT SUISSE AG/",824468,"FLUOR CORP NEW",1959000
20180331,"CREDIT SUISSE AG/",824468,"FLUOR CORP NEW",1000
20180331,"CREDIT SUISSE AG/",824468,"FLUOR CORP NEW",359000
20180331,"CREDIT SUISSE AG/",824468,"FLUOR CORP NEW",5996000
20180331,"CREDIT SUISSE AG/",824468,"FLUOR CORP NEW",47000
20180331,"CREDIT SUISSE AG/",824468,"GENERAL DYNAMICS CORP",15736000
20180331,"CREDIT SUISSE AG/",824468,"GENERAL DYNAMICS CORP",6982000
20180331,"CREDIT SUISSE AG/",824468,"GENERAL DYNAMICS CORP",2358000
20180331,"CREDIT SUISSE AG/",824468,"GENERAL DYNAMICS CORP",10113000
20180331,"CREDIT SUISSE AG/",824468,"GENERAL DYNAMICS CORP",4418000
20180331,"CREDIT SUISSE AG/",824468,"GENERAL DYNAMICS CORP",36908000
20180331,"CREDIT SUISSE AG/",824468,"GENERAL DYNAMICS CORP",0
20180331,"CREDIT SUISSE AG/",824468,"GENERAL DYNAMICS CORP",19387000
20180331,"CREDIT SUISSE AG/",824468,"GENERAL DYNAMICS CORP",4830000
20180331,"CREDIT SUISSE AG/",824468,"GENERAL DYNAMICS CORP",409000
20180331,"CREDIT SUISSE AG/",824468,"HONEYWELL INTL INC",12283000
20180331,"CREDIT SUISSE AG/",824468,"HONEYWELL INTL INC",5318000
20180331,"CREDIT SUISSE AG/",824468,"HONEYWELL INTL INC",78960000
20180331,"CREDIT SUISSE AG/",824468,"HONEYWELL INTL INC",1000
20180331,"CREDIT SUISSE AG/",824468,"HONEYWELL INTL INC",16452000
20180331,"CREDIT SUISSE AG/",824468,"HONEYWELL INTL INC",1736000
20180331,"CREDIT SUISSE AG/",824468,"HONEYWELL INTL INC",21082000
20180331,"CREDIT SUISSE AG/",824468,"HONEYWELL INTL INC",12029000
20180331,"CREDIT SUISSE AG/",824468,"HONEYWELL INTL INC",4004000
20180331,"CREDIT SUISSE AG/",824468,"HUNTINGTON INGALLS INDS INC",8248000
20180331,"CREDIT SUISSE AG/",824468,"HUNTINGTON INGALLS INDS INC",732000
20180331,"CREDIT SUISSE AG/",824468,"HUNTINGTON INGALLS INDS INC",508000
20180331,"CREDIT SUISSE AG/",824468,"HUNTINGTON INGALLS INDS INC",8472000
20180331,"CREDIT SUISSE AG/",824468,"HUNTINGTON INGALLS INDS INC",7000
20180331,"CREDIT SUISSE AG/",824468,"HUNTINGTON INGALLS INDS INC",7132000
20180331,"CREDIT SUISSE AG/",824468,"HUNTINGTON INGALLS INDS INC",2672000
20180331,"CREDIT SUISSE AG/",824468,"HUNTINGTON INGALLS INDS INC",1000
20180331,"CREDIT SUISSE AG/",824468,"LOCKHEED MARTIN CORP",5069000
20180331,"CREDIT SUISSE AG/",824468,"LOCKHEED MARTIN CORP",4841000
20180331,"CREDIT SUISSE AG/",824468,"LOCKHEED MARTIN CORP",4687000
20180331,"CREDIT SUISSE AG/",824468,"LOCKHEED MARTIN CORP",16897000
20180331,"CREDIT SUISSE AG/",824468,"LOCKHEED MARTIN CORP",1000
20180331,"CREDIT SUISSE AG/",824468,"LOCKHEED MARTIN CORP",338000
20180331,"CREDIT SUISSE AG/",824468,"LOCKHEED MARTIN CORP",58000
20180331,"CREDIT SUISSE AG/",824468,"LOCKHEED MARTIN CORP",59451000
20180331,"CREDIT SUISSE AG/",824468,"LOCKHEED MARTIN CORP",21412000
20180331,"CREDIT SUISSE AG/",824468,"LOCKHEED MARTIN CORP",9638000
20180331,"CREDIT SUISSE AG/",824468,"LOCKHEED MARTIN CORP",14790000
20180331,"CREDIT SUISSE AG/",824468,"NORTHROP GRUMMAN CORP",4895000
20180331,"CREDIT SUISSE AG/",824468,"NORTHROP GRUMMAN CORP",19324000
20180331,"CREDIT SUISSE AG/",824468,"NORTHROP GRUMMAN CORP",4851000
20180331,"CREDIT SUISSE AG/",824468,"NORTHROP GRUMMAN CORP",9460000
20180331,"CREDIT SUISSE AG/",824468,"NORTHROP GRUMMAN CORP",65274000
20180331,"CREDIT SUISSE AG/",824468,"NORTHROP GRUMMAN CORP",4134000
20180331,"CREDIT SUISSE AG/",824468,"NORTHROP GRUMMAN CORP",441000
20180331,"CREDIT SUISSE AG/",824468,"TEXTRON INC",7638000
20180331,"CREDIT SUISSE AG/",824468,"TEXTRON INC",8720000
20180331,"CREDIT SUISSE AG/",824468,"TEXTRON INC",619000
20180331,"CREDIT SUISSE AG/",824468,"TEXTRON INC",558000
20180331,"CREDIT SUISSE AG/",824468,"TEXTRON INC",0
20180331,"CREDIT SUISSE AG/",824468,"TEXTRON INC",224000
20180331,"CREDIT SUISSE AG/",824468,"TEXTRON INC",311000
20180331,"Pictet North America Advisors SA",1599576,"HONEYWELL INTL INC",474000
20180331,"Swiss National Bank",1582202,"AECOM",9726000
20180331,"Swiss National Bank",1582202,"AEROJET ROCKETDYNE HLDGS INC",3110000
20180331,"Swiss National Bank",1582202,"BOEING CO",595198000
20180331,"Swiss National Bank",1582202,"BWX TECHNOLOGIES INC",9892000
20180331,"Swiss National Bank",1582202,"FLUOR CORP NEW",25584000
20180331,"Swiss National Bank",1582202,"HONEYWELL INTL INC",335548000
20180331,"Swiss National Bank",1582202,"HUNTINGTON INGALLS INDS INC",37401000
20180331,"Swiss National Bank",1582202,"NORTHROP GRUMMAN CORP",241446000
20180630,"Swiss National Bank",1582202,"AECOM",9152000
20180630,"Swiss National Bank",1582202,"AEROJET ROCKETDYNE HLDGS INC",3471000
20180630,"Swiss National Bank",1582202,"BOEING CO",620154000
20180630,"Swiss National Bank",1582202,"BWX TECHNOLOGIES INC",10806000
20180630,"Swiss National Bank",1582202,"FLUOR CORP NEW",22576000
20180630,"Swiss National Bank",1582202,"HONEYWELL INTL INC",358162000
20180630,"Swiss National Bank",1582202,"HUNTINGTON INGALLS INDS INC",32128000
20180630,"Swiss National Bank",1582202,"NORTHROP GRUMMAN CORP",218062000
20180630,"GAM Holding AG",1438848,"AECOM",386000
20180630,"GAM Holding AG",1438848,"BOEING CO",802000
20180630,"GAM Holding AG",1438848,"BOEING CO",502000
20180630,"GAM Holding AG",1438848,"FLUOR CORP NEW",171000
20180630,"GAM Holding AG",1438848,"FLUOR CORP NEW",65000
20180630,"GAM Holding AG",1438848,"GENERAL DYNAMICS CORP",307000
20180630,"GAM Holding AG",1438848,"HONEYWELL INTL INC",173000
20180630,"GAM Holding AG",1438848,"HONEYWELL INTL INC",1296000
20180630,"GAM Holding AG",1438848,"HUNTINGTON INGALLS INDS INC",864000
20180630,"GAM Holding AG",1438848,"LOCKHEED MARTIN CORP",662000
20180630,"GAM Holding AG",1438848,"LOCKHEED MARTIN CORP",14772000
20180630,"GAM Holding AG",1438848,"NORTHROP GRUMMAN CORP",1082000
20180630,"GAM Holding AG",1438848,"NORTHROP GRUMMAN CORP",15385000
20180630,"GAM Holding AG",1438848,"TEXTRON INC",545000
20180630,"Pictet North America Advisors SA",1599576,"HONEYWELL INTL INC",473000
20180630,"EDMOND DE ROTHSCHILD HOLDING S.A.",1649647,"BOEING CO",3338000
20180630,"EDMOND DE ROTHSCHILD HOLDING S.A.",1649647,"BOEING CO",426000
20180630,"EDMOND DE ROTHSCHILD HOLDING S.A.",1649647,"BOEING CO",741000
20180630,"EDMOND DE ROTHSCHILD HOLDING S.A.",1649647,"FLUOR CORP NEW",23122000
20180630,"EDMOND DE ROTHSCHILD HOLDING S.A.",1649647,"FLUOR CORP NEW",812000
20180630,"EDMOND DE ROTHSCHILD HOLDING S.A.",1649647,"GENERAL DYNAMICS CORP",37000
20180630,"EDMOND DE ROTHSCHILD HOLDING S.A.",1649647,"GENERAL DYNAMICS CORP",60000
20180630,"EDMOND DE ROTHSCHILD HOLDING S.A.",1649647,"HONEYWELL INTL INC",314000
20180630,"EDMOND DE ROTHSCHILD HOLDING S.A.",1649647,"HONEYWELL INTL INC",19000
20180630,"EDMOND DE ROTHSCHILD HOLDING S.A.",1649647,"LOCKHEED MARTIN CORP",30000
20180630,"EDMOND DE ROTHSCHILD HOLDING S.A.",1649647,"NORTHROP GRUMMAN CORP",62000
20180630,"UBP Investment Advisors SA",1727588,"BOEING CO",267000
20180630,"CREDIT SUISSE AG/",824468,"AECOM",83000
20180630,"CREDIT SUISSE AG/",824468,"AECOM",1172000
20180630,"CREDIT SUISSE AG/",824468,"AECOM",1962000
20180630,"CREDIT SUISSE AG/",824468,"AECOM",588000
20180630,"CREDIT SUISSE AG/",824468,"AECOM",906000
20180630,"CREDIT SUISSE AG/",824468,"AECOM",9000
20180630,"CREDIT SUISSE AG/",824468,"AEROJET ROCKETDYNE HLDGS INC",2703000
20180630,"CREDIT SUISSE AG/",824468,"AEROJET ROCKETDYNE HLDGS INC",132000
20180630,"CREDIT SUISSE AG/",824468,"AEROJET ROCKETDYNE HLDGS INC",132000
20180630,"CREDIT SUISSE AG/",824468,"AEROJET ROCKETDYNE HLDGS INC",0
20180630,"CREDIT SUISSE AG/",824468,"AEROJET ROCKETDYNE HLDGS INC",358000
20180630,"CREDIT SUISSE AG/",824468,"AEROJET ROCKETDYNE HLDGS INC",6379000
20180630,"CREDIT SUISSE AG/",824468,"AEROJET ROCKETDYNE HLDGS INC",388000
20180630,"CREDIT SUISSE AG/",824468,"BOEING CO",10085000
20180630,"CREDIT SUISSE AG/",824468,"BOEING CO",17346000
20180630,"CREDIT SUISSE AG/",824468,"BOEING CO",12582000
20180630,"CREDIT SUISSE AG/",824468,"BOEING CO",21746000
20180630,"CREDIT SUISSE AG/",824468,"BOEING CO",29303000
20180630,"CREDIT SUISSE AG/",824468,"BOEING CO",21467000
20180630,"CREDIT SUISSE AG/",824468,"BOEING CO",100000
20180630,"CREDIT SUISSE AG/",824468,"BOEING CO",13096000
20180630,"CREDIT SUISSE AG/",824468,"BOEING CO",18927000
20180630,"CREDIT SUISSE AG/",824468,"BOEING CO",8312000
20180630,"CREDIT SUISSE AG/",824468,"BOEING CO",130075000
20180630,"CREDIT SUISSE AG/",824468,"BWX TECHNOLOGIES INC",458000
20180630,"CREDIT SUISSE AG/",824468,"BWX TECHNOLOGIES INC",718000
20180630,"CREDIT SUISSE AG/",824468,"BWX TECHNOLOGIES INC",240000
20180630,"CREDIT SUISSE AG/",824468,"BWX TECHNOLOGIES INC",8910000
20180630,"CREDIT SUISSE AG/",824468,"FLUOR CORP NEW",1154000
20180630,"CREDIT SUISSE AG/",824468,"FLUOR CORP NEW",8000
20180630,"CREDIT SUISSE AG/",824468,"FLUOR CORP NEW",57000
